   40	1	1	4275.9900	0.01	#_41        
   41	1	1	4303.4100	0.01	#_42        
   42	1	1	4171.4000	0.01	#_43        
   43	1	1	3912.7600	0.01	#_44        
   44	1	1	3586.8700	0.01	#_45        
   45	1	1	3278.1600	0.01	#_46        
   46	1	1	3190.0900	0.01	#_47        
   47	1	1	3551.8000	0.01	#_48        
   48	1	1	4167.9800	0.01	#_49        
   49	1	1	4519.7600	0.01	#_50        
   50	1	1	4399.7500	0.01	#_51        
   51	1	1	4026.7400	0.01	#_52        
   52	1	1	3677.5500	0.01	#_53        
   53	1	1	3430.2800	0.01	#_54        
   54	1	1	3232.0900	0.01	#_55        
   55	1	1	3053.2800	0.01	#_56        
   56	1	1	2874.6900	0.01	#_57        
   57	1	1	2879.3300	0.01	#_58        
   58	1	1	2999.7700	0.01	#_59        
   59	1	1	3116.4500	0.01	#_60        
   60	1	1	3106.4900	0.01	#_61        
   61	1	1	2951.1500	0.01	#_62        
   62	1	1	2654.0500	0.01	#_63        
   63	1	1	2407.5800	0.01	#_64        
   64	1	1	2206.3700	0.01	#_65        
   65	1	1	2007.3600	0.01	#_66        
   66	1	1	1785.5200	0.01	#_67        
   67	1	1	1553.4000	0.01	#_68        
   68	1	1	1355.8600	0.01	#_69        
   69	1	1	1246.0700	0.01	#_70        
   70	1	1	1228.0500	0.01	#_71        
   71	1	1	1277.8900	0.01	#_72        
   72	1	1	1420.5100	0.01	#_73        
   73	1	1	1640.7200	0.01	#_74        
   74	1	1	1791.5700	0.01	#_75        
   75	1	1	1785.0500	0.01	#_76        
   76	1	1	1684.2100	0.01	#_77        
   77	1	1	1553.4000	0.01	#_78        
   78	1	1	1425.9800	0.01	#_79        
   79	1	1	1328.0200	0.01	#_80        
   80	1	1	1237.4800	0.01	#_81        
   81	1	1	1272.5500	0.01	#_82        
   82	1	1	1283.4000	0.01	#_83        
   83	1	1	1290.5900	0.01	#_84        
   84	1	1	1307.3400	0.01	#_85        
   85	1	1	1336.6600	0.01	#_86        
   86	1	1	1375.8700	0.01	#_87        
   87	1	1	1423.3200	0.01	#_88        
   88	1	1	1476.4000	0.01	#_89        
   89	1	1	1546.0900	0.01	#_90        
   90	1	1	1648.3300	0.01	#_91        
   91	1	1	1763.4800	0.01	#_92        
   92	1	1	1867.9600	0.01	#_93        
   93	1	1	1983.1500	0.01	#_94        
   94	1	1	2124.2400	0.01	#_95        
   95	1	1	2255.0000	0.01	#_96        
   96	1	1	2330.5800	0.01	#_97        
   97	1	1	2360.9100	0.01	#_98        
   98	1	1	2404.1800	0.01	#_99        
   99	1	1	2532.8800	0.01	#_100       
  100	1	1	2810.9300	0.01	#_101       
-9999	0	0	   0.0000	0.00	#_terminator
#_CPUE_and_surveyabundance_observations
#_Units:  0=numbers; 1=biomass; 2=F; >=30 for special types
#_Errtype:  -1=normal; 0=lognormal; >0=T
#_SD_Report: 0=no sdreport; 1=enable sdreport
#_Fleet	Units	Errtype	SD_Report
1	1	0	0	#_Fishery
2	1	0	0	#_Survey 
#
#_CPUE_data
#_year	seas	index	obs	se_log
    1	1	1	1	1	#_1         
-9999	0	0	0	0	#_terminator
0 #_N_discard_fleets
#_discard_units (1=same_as_catchunits(bio/num); 2=fraction; 3=numbers)
#_discard_errtype:  >0 for DF of T-dist(read CV below); 0 for normal with CV; -1 for normal with se; -2 for lognormal
#
#_discard_fleet_info
#
#_discard_data
#
#_meanbodywt
0 #_use_meanbodywt
 #_DF_for_meanbodywt_T-distribution_like
#
#_population_length_bins
2 # length bin method: 1=use databins; 2=generate from binwidth,min,max below; 3=read vector
1 # binwidth for population size comp
10 # minimum size in the population (lower edge of first bin and size at age 0.00)
82 # maximum size in the population (lower edge of last bin)
1 #_use_lencomp
#
#_len_info
#_mintailcomp	addtocomp	combine_M_F	CompressBins	CompError	ParmSelect	minsamplesize
-1	1e-10	0	0	0	0	1	#_Fishery
-1	1e-10	0	0	0	0	1	#_Survey 
37 #_N_lbins
#_lbin_vector
10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 64 66 68 70 72 74 76 78 80 82 #_lbin_vector
#
#_lencomp
#_Yr	Seas	FltSvy	Gender	Part	Nsamp	l10	l12	l14	l16	l18	l20	l22	l24	l26	l28	l30	l32	l34	l36	l38	l40	l42	l44	l46	l48	l50	l52	l54	l56	l58	l60	l62	l64	l66	l68	l70	l72	l74	l76	l78	l80	l82
   81	1	1	0	0	200	0	0	0	0	2	1	 6	 7	10	 6	13	 8	19	20	22	20	12	15	11	14	 9	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#_1         
   82	1	1	0	0	200	0	2	2	1	1	3	 3	 4	 7	 8	14	17	 5	17	19	25	15	17	11	15	 6	4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	#_2         
   83	1	1	0	0	200	0	1	0	0	1	1	 4	 7	 4	 8	13	21	10	19	19	20	15	17	10	 9	 6	7	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	#_3         
   84	1	1	0	0	200	3	1	0	1	0	1	 1	 5	 9	 8	 8	17	14	15	17	25	16	15	12	 7	 9	5	6	3	2	0	0	0	0	0	0	0	0	0	0	0	0	#_4         
   85	1	1	0	0	200	0	0	0	0	1	4	 4	 3	 7	13	15	17	16	15	18	15	22	11	16	 6	 9	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#_5         
   86	1	1	0	0	200	0	2	0	1	2	1	 2	 7	 7	 7	12	15	25	16	22	19	12	15	 8	 8	 8	7	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	#_6         
   87	1	1	0	0	200	1	1	0	0	2	4	 2	 5	 8	 8	12	18	16	20	13	15	21	11	11	10	11	5	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	#_7         
   88	1	1	0	0	200	0	1	1	2	2	4	 4	 6	 6	 9	 9	22	20	23	16	15	 9	10	10	 9	 6	7	3	2	1	2	0	1	0	0	0	0	0	0	0	0	0	#_8         
   89	1	1	0	0	200	0	0	0	0	2	1	 8	11	 7	13	12	15	17	22	14	12	16	15	 9	 7	 7	4	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	#_9         
   90	1	1	0	0	200	0	2	0	0	0	0	 2	 8	10	16	24	18	18	 9	19	20	15	15	 8	 4	 4	2	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	#_10        
   91	1	1	0	0	200	0	0	0	0	2	4	 2	 2	 9	11	15	24	23	25	26	15	11	 8	 8	 6	 2	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	#_11        
   92	1	1	0	0	200	0	2	1	2	5	1	 3	 7	 8	 7	10	13	19	17	20	21	17	10	 9	10	 6	6	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	#_12        
   93	1	1	0	0	200	0	0	1	0	1	2	 4	 8	 8	13	14	17	17	17	23	17	17	13	10	 8	 3	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	#_13        
   94	1	1	0	0	200	0	0	0	0	1	0	 2	 7	 8	19	14	22	20	15	20	13	11	11	11	 8	 4	6	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	#_14        
   95	1	1	0	0	200	0	0	0	1	1	0	 1	 7	 7	10	14	20	17	27	26	19	14	13	 7	 7	 4	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	#_15        
   96	1	1	0	0	200	0	0	0	0	2	6	 3	 2	 1	 6	 9	19	20	24	19	20	22	12	18	 5	 2	3	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	#_16        
   97	1	1	0	0	200	0	0	0	0	0	0	 5	 7	10	 5	 6	 9	20	25	16	27	21	 5	17	 9	 5	7	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0	#_17        
   98	1	1	0	0	200	0	0	0	3	6	4	 8	 4	10	 9	17	13	12	 9	18	22	13	16	12	 4	 3	5	6	4	0	0	1	0	1	0	0	0	0	0	0	0	0	#_18        
   99	1	1	0	0	200	0	0	0	0	4	8	 4	12	13	 8	 8	16	19	13	11	11	22	 9	12	 9	 5	7	5	3	0	0	1	0	0	0	0	0	0	0	0	0	0	#_19        
  100	1	1	0	0	200	0	0	0	1	2	2	10	11	16	16	26	18	10	16	11	 9	 9	 9	 9	10	 5	4	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	#_20        
-9999	0	0	0	0	  0	0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#_terminator
30 #_N_agebins
#
#_agebin_vector
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 #_agebin_vector
#
#_ageing_error
1 #_N_ageerror_definitions
#_age0	age1	age2	age3	age4	age5	age6	age7	age8	age9	age10	age11	age12	age13	age14	age15	age16	age17	age18	age19	age20	age21	age22	age23	age24	age25	age26	age27	age28	age29	age30
-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	#_1
 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	 0.001	#_2
#
#_age_info
#_mintailcomp	addtocomp	combine_M_F	CompressBins	CompError	ParmSelect	minsamplesize
-1	1e-10	0	0	0	0	1	#_Fishery
-1	1e-10	0	0	0	0	1	#_Survey 
3 #_Lbin_method: 1=poplenbins; 2=datalenbins; 3=lengths
 #_combine males into females at or below this bin number
#_X.9999	X0	X0.1	X0.2	X0.3	X0.4	X0.5	X0.6	X0.7	X0.8	X0.9	X0.10	X0.11	X0.12	X0.13	X0.14	X0.15	X0.16	X0.17	X0.18	X0.19	X0.20	X0.21	X0.22	X0.23	X0.24	X0.25	X0.26	X0.27	X0.28	X0.29	X0.30	X0.31	X0.32	X0.33	X0.34	X0.35	X0.36	X0.37
-9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#_terminator
#
#_MeanSize_at_Age_obs
0 #_use_MeanSize_at_Age_obs
0 #_N_environ_variables
0 #_N_sizefreq_methods
0 #_do_tags
0 #_morphcomp_data
0 #_use_selectivity_priors
#
999
